"# THE WORKING COPY — this file at the art library root is the list the owner works from. The suite regenerates it (and a mirror under build/_image-prompts/) via npm run art-worklist in the suite repo; edit nothing by hand."
"# ART WORK LIST — generated by `node tools/gen-art-worklist.mjs` (npm run art-worklist). Regenerate rather than editing by hand."
"# FILENAMES USE HYPHENS (thri-kreen.webp) — NOT underscores (thri_kreen.webp). The sidecar wiring keys art to hyphenated entry-key slugs; a file named with underscores will never be found."
"# The filename is the slug of the document key (flags.<module>.key after the last dot) + .webp — never the build/ JSON filename, which can disagree with it."
"# The full save path opens every notes cell — every path points into the standalone art library (C:/Projects/FoundryVTT/DakksUltimateTokens/art/<kind-dir>/<slug>.webp). The library is edition-agnostic: the SAME slug reached from two packs or modules is ONE shared file, and the notes name every entry it serves."
"# THE LOOP: generate a batch -> save each file at the exact path in its notes cell -> npm run build in the suite (the build resolves library art by existence; a misnamed file silently does nothing — check the name against this CSV) -> reload Foundry."
"# Creature tokens: PNG with alpha first, verify per IMAGE-BRIEF.md §9, then convert to .webp. Sizes: Tiny–Large 512px, Huge 1024px, Gargantuan 1536px."
"# P1 = generate first (this module). P2 = later. P3 = a real library icon already exists — only for a unified look."
"# emblem = non-physical subject rendered as an item-icon-style sigil/effect; not in the original six kinds, added for full coverage (spells, proficiencies, skills, abilities, tables, journals). Classes are kind 'npc' (class portrait — archetypal member)."
"# CANON BACKLOG rows (kind monster, P3, no suite slot yet) merge the 5e SRD monster list (CC-BY mechanical fields only) with the Too Many Tokens name list (names only), deduped against our own creature rows — art pre-made for future campaigns/editions."
"filename","display_name","kind","size","token_type","visual_brief","priority","notes"
"summon-shadow.webp","Summon Shadow","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/summon-shadow.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"summon-swarm.webp","Summon Swarm","emblem","—","item icon","Spell effect as an object: a whirling insect swarm","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/summon-swarm.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"sunray.webp","Sunray","emblem","—","item icon","A divine sigil of the sun sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/sunray.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"symbol.webp","Symbol","emblem","—","item icon","Spell effect as an object: a carved glowing rune","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/symbol.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.symbol (ad2e-core/spells-divine)"
"taunt.webp","Taunt","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/taunt.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"telekinesis.webp","Telekinesis","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/telekinesis.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"telekinetic-sphere.webp","Telekinetic Sphere","emblem","—","item icon","An arcane sigil of evocation","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/telekinetic-sphere.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"teleport.webp","Teleport","emblem","—","item icon","Spell effect as an object: a swirling portal vortex","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/teleport.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"teleport-without-error.webp","Teleport Without Error","emblem","—","item icon","Spell effect as an object: a swirling portal vortex","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/teleport-without-error.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"temporal-stasis.webp","Temporal Stasis","emblem","—","item icon","Spell effect as an object: an hourglass suspended mid-turn","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/temporal-stasis.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"time-stop.webp","Time Stop","emblem","—","item icon","Spell effect as an object: an hourglass suspended mid-turn","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/time-stop.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"tongues.webp","Tongues","emblem","—","item icon","An arcane sigil of alteration","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/tongues.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.tongues (ad2e-core/spells-divine)"
"transmute-metal-to-wood.webp","Transmute Metal to Wood","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/transmute-metal-to-wood.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"transmute-rock-to-mud.webp","Transmute Rock to Mud","emblem","—","item icon","Spell effect as an object: a hovering shard of stone","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/transmute-rock-to-mud.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.transmute-rock-to-mud (ad2e-core/spells-divine)"
"transmute-water-to-dust.webp","Transmute Water to Dust","emblem","—","item icon","Spell effect as an object: a curling wave of water","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/transmute-water-to-dust.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.transmute-water-to-dust (ad2e-core/spells-divine)"
"transport-via-plants.webp","Transport Via Plants","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/transport-via-plants.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"trap-the-soul.webp","Trap the Soul","emblem","—","item icon","Spell effect as an object: a pale skull wreathed in grave-light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/trap-the-soul.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"tree.webp","Tree","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/tree.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"trip.webp","Trip","emblem","—","item icon","A divine sigil of the plant sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/trip.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"true-seeing.webp","True Seeing","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/true-seeing.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.true-seeing (ad2e-core/spells-divine)"
"turn-wood.webp","Turn Wood","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/turn-wood.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"uncontrollable-hideous-laughter.webp","Uncontrollable Hideous Laughter","emblem","—","item icon","An arcane sigil of enchantment","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/uncontrollable-hideous-laughter.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"unseen-servant.webp","Unseen Servant","emblem","—","item icon","Spell effect as an object: a fading translucent outline","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/unseen-servant.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"vacancy.webp","Vacancy","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/vacancy.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"vampiric-touch.webp","Vampiric Touch","emblem","—","item icon","Spell effect as an object: a pale skull wreathed in grave-light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/vampiric-touch.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"vanish.webp","Vanish","emblem","—","item icon","Spell effect as an object: a fading translucent outline","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/vanish.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"veil.webp","Veil","emblem","—","item icon","Spell effect as an object: a shimmering double-faced mask","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/veil.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"ventriloquism.webp","Ventriloquism","emblem","—","item icon","An arcane sigil of illusion","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/ventriloquism.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"vision.webp","Vision","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/vision.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wall-of-fire.webp","Wall of Fire","emblem","—","item icon","Spell effect as an object: a contained burst of flame","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wall-of-fire.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.wall-of-fire (ad2e-core/spells-divine)"
"wall-of-fog.webp","Wall of Fog","emblem","—","item icon","Spell effect as an object: a dark churning storm cloud","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wall-of-fog.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wall-of-force.webp","Wall of Force","emblem","—","item icon","Spell effect as an object: a clenched fist wreathed in power","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wall-of-force.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wall-of-ice.webp","Wall of Ice","emblem","—","item icon","Spell effect as an object: a jagged spray of frost and ice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wall-of-ice.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wall-of-iron.webp","Wall of Iron","emblem","—","item icon","An arcane sigil of evocation","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wall-of-iron.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wall-of-stone.webp","Wall of Stone","emblem","—","item icon","Spell effect as an object: a hovering shard of stone","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wall-of-stone.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wall-of-thorns.webp","Wall of Thorns","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wall-of-thorns.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"warp-wood.webp","Warp Wood","emblem","—","item icon","Spell effect as an object: a coil of living vines","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/warp-wood.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"water-breathing.webp","Water Breathing","emblem","—","item icon","Spell effect as an object: a curling wave of water","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/water-breathing.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look; SHARED FILE — also serves spell.divine.water-breathing (ad2e-core/spells-divine)"
"water-walk.webp","Water Walk","emblem","—","item icon","Spell effect as an object: a curling wave of water","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/water-walk.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"weather-summoning.webp","Weather Summoning","emblem","—","item icon","Spell effect as an object: a dark churning storm cloud","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/weather-summoning.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"web.webp","Web","emblem","—","item icon","An arcane sigil of evocation","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/web.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"weird.webp","Weird","emblem","—","item icon","An arcane sigil of illusion","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/weird.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"whispering-wind.webp","Whispering Wind","emblem","—","item icon","Spell effect as an object: a spiral of rushing wind","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/whispering-wind.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wind-walk.webp","Wind Walk","emblem","—","item icon","Spell effect as an object: a spiral of rushing wind","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wind-walk.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wind-wall.webp","Wind Wall","emblem","—","item icon","Spell effect as an object: a spiral of rushing wind","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wind-wall.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wish.webp","Wish","emblem","—","item icon","Spell effect as an object: a brilliant golden star","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wish.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"withdraw.webp","Withdraw","emblem","—","item icon","A divine sigil of the protection sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/withdraw.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wizard-eye.webp","Wizard Eye","emblem","—","item icon","Spell effect as an object: an unblinking arcane eye","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wizard-eye.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wizard-lock.webp","Wizard Lock","emblem","—","item icon","An arcane sigil of universal","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wizard-lock.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wizard-mark.webp","Wizard Mark","emblem","—","item icon","Spell effect as an object: a carved glowing rune","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wizard-mark.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"word-of-recall.webp","Word of Recall","emblem","—","item icon","Spell effect as an object: a swirling portal vortex","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/word-of-recall.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wraith-form.webp","Wraith Form","emblem","—","item icon","Spell effect as an object: a pale skull wreathed in grave-light","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wraith-form.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"wyvern-watch.webp","Wyvern Watch","emblem","—","item icon","A divine sigil of the guardian sphere","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/spells/wyvern-watch.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"armor-enchantment-modifier.webp","Magical Armor Enchantment Modifier","emblem","—","item icon","Small evocative table emblem: an emblem of magical armor enchantment modifier","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/armor-enchantment-modifier.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"armor-type.webp","Magical Armor Type","emblem","—","item icon","Small evocative table emblem: an emblem of magical armor type","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/armor-type.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"art-objects.webp","Objects of Art","emblem","—","item icon","Small evocative table emblem: an emblem of objects of art","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/art-objects.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"art-value-variation.webp","Objects of Art Value Variation","emblem","—","item icon","Small evocative table emblem: an emblem of objects of art value variation","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/art-value-variation.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"bags-and-bottles.webp","Bags and Bottles","emblem","—","item icon","Small evocative table emblem: an emblem of bags and bottles","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/bags-and-bottles.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"books-and-tomes.webp","Books and Tomes","emblem","—","item icon","Small evocative table emblem: an emblem of books and tomes","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/books-and-tomes.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"boots-and-gloves.webp","Boots and Gloves","emblem","—","item icon","Small evocative table emblem: an emblem of boots and gloves","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/boots-and-gloves.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"candles-dusts-and-stones.webp","Candles, Dusts, and Stones","emblem","—","item icon","Small evocative table emblem: an emblem of candles dusts and stones","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/candles-dusts-and-stones.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"cloaks-and-robes.webp","Cloaks and Robes","emblem","—","item icon","Small evocative table emblem: an emblem of cloaks and robes","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/cloaks-and-robes.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"combined-hoard.webp","Combined Hoard Table","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/combined-hoard.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"encounter-2-20.webp","2-20 Encounter Table","emblem","—","item icon","Small evocative table emblem: crossed gaming dice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/encounter-2-20.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"encounter-distance.webp","Encounter Distance","emblem","—","item icon","Small evocative table emblem: crossed gaming dice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/encounter-distance.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"encounter-frequency.webp","Encounter Frequency","emblem","—","item icon","Small evocative table emblem: crossed gaming dice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/encounter-frequency.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"friendly.webp","Encounter Reaction — Party Friendly","emblem","—","item icon","Small evocative table emblem: crossed gaming dice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/friendly.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"gem-value-variation.webp","Gem Value Variation","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/gem-value-variation.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"gems.webp","Random Gemstones","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/gems.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"girdles-and-helms.webp","Girdles and Helms","emblem","—","item icon","Small evocative table emblem: an emblem of girdles and helms","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/girdles-and-helms.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"hostile.webp","Encounter Reaction — Party Hostile","emblem","—","item icon","Small evocative table emblem: crossed gaming dice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/hostile.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"household-items-and-tools.webp","Household Items and Tools","emblem","—","item icon","Small evocative table emblem: an emblem of household items and tools","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/household-items-and-tools.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"indifferent.webp","Encounter Reaction — Party Indifferent","emblem","—","item icon","Small evocative table emblem: crossed gaming dice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/indifferent.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"jewelry-and-trinkets.webp","Jewelry and Trinkets","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/jewelry-and-trinkets.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"jewels-and-jewelry.webp","Jewels & Jewelry (magical)","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/jewels-and-jewelry.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"jewels-and-jewelry-a.webp","Jewels & Jewelry — Sub-Table A","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/jewels-and-jewelry-a.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"jewels-and-jewelry-b.webp","Jewels & Jewelry — Sub-Table B","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/jewels-and-jewelry-b.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magic-hoard.webp","Magic Hoard Table","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/magic-hoard.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"magic-items.webp","Magical Items","emblem","—","item icon","Small evocative table emblem: an emblem of magical items","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/magic-items.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"map.webp","Map Table","emblem","—","item icon","Small evocative table emblem: an emblem of map table","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/map.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"map-distance.webp","Map Distance Table","emblem","—","item icon","Small evocative table emblem: an emblem of map distance table","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/map-distance.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"map-location.webp","Map Location Table","emblem","—","item icon","Small evocative table emblem: an emblem of map location table","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/map-location.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"monetary-hoard.webp","Monetary Hoard Table","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/monetary-hoard.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"musical-instruments.webp","Musical Instruments","emblem","—","item icon","Small evocative table emblem: an emblem of musical instruments","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/musical-instruments.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"odd-curios.webp","Odd Curios","emblem","—","item icon","Small evocative table emblem: an emblem of odd curios","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/odd-curios.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"odd-curios-a.webp","Odd Curios — Sub-Table A","emblem","—","item icon","Small evocative table emblem: an emblem of odd curios - sub-table a","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/odd-curios-a.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"odd-curios-b.webp","Odd Curios — second sub-table","emblem","—","item icon","Small evocative table emblem: an emblem of odd curios - second sub-table","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/odd-curios-b.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"potion-incompatibility.webp","Potion Incompatibility","emblem","—","item icon","Small evocative table emblem: an emblem of potion incompatibility","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/potion-incompatibility.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"potions.webp","Potions","emblem","—","item icon","Small evocative table emblem: an emblem of potions","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/potions.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"potions-a.webp","Potions — Sub-Table A","emblem","—","item icon","Small evocative table emblem: an emblem of potions - sub-table a","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/potions-a.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"potions-b.webp","Potions — Sub-Table B","emblem","—","item icon","Small evocative table emblem: an emblem of potions - sub-table b","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/potions-b.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"potions-c.webp","Potions — Sub-Table C","emblem","—","item icon","Small evocative table emblem: an emblem of potions - sub-table c","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/potions-c.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"rings.webp","Rings","emblem","—","item icon","Small evocative table emblem: an emblem of rings","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/rings.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"rings-a.webp","Rings — Sub-Table A","emblem","—","item icon","Small evocative table emblem: an emblem of rings - sub-table a","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/rings-a.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"rings-b.webp","Rings — Sub-Table B","emblem","—","item icon","Small evocative table emblem: an emblem of rings - sub-table b","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/rings-b.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"rods.webp","Rods","emblem","—","item icon","Small evocative table emblem: an emblem of rods","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/rods.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"scrolls.webp","Scrolls","emblem","—","item icon","Small evocative table emblem: an emblem of scrolls","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/scrolls.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"scrolls-a.webp","Scrolls — Sub-Table A (Protection)","emblem","—","item icon","Small evocative table emblem: an emblem of protection scrolls - sub-table a","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/scrolls-a.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
